maintenance_event_id,site_id,part_id,event_date,equipment_id,status,days_non_mission_capable,backlog_days,defect_flag
1474,SITE-008,PART-1757,2024-05-16,EQ-9674,deferred,1,26,False
1475,SITE-026,PART-5957,2025-12-05,EQ-6483,awaiting_parts,2,37,False
1476,SITE-016,PART-4513,2023-10-10,EQ-6591,in_progress,30,19,False
1477,SITE-057,PART-4427,2023-11-23,EQ-5035,awaiting_parts,25,16,True
1478,SITE-012,PART-5796,2024-12-23,EQ-9381,awaiting_parts,27,29,False
1479,SITE-006,PART-6338,2026-06-24,EQ-4493,deferred,11,20,False
1480,SITE-028,PART-6765,2026-10-09,EQ-7129,awaiting_parts,8,3,False
1481,SITE-071,PART-5942,2023-10-22,EQ-5882,deferred,19,14,False
1482,SITE-001,PART-2701,2025-01-27,EQ-8212,deferred,21,12,False
1483,SITE-062,PART-4583,2024-04-22,EQ-2436,in_progress,29,42,False
1484,SITE-097,PART-5790,2026-03-11,EQ-9286,open,28,18,False
1485,SITE-088,PART-2418,2026-03-07,EQ-7771,in_progress,18,41,False
1486,SITE-099,PART-8439,2025-03-06,EQ-6055,open,8,11,False
1487,SITE-046,PART-9329,2024-05-24,EQ-8929,awaiting_parts,17,8,False
1488,SITE-052,PART-1821,2024-11-08,EQ-3177,awaiting_parts,12,34,False
1489,SITE-009,PART-4707,2026-01-14,EQ-3667,completed,0,0,False
1490,SITE-075,PART-4839,2024-07-06,EQ-6418,deferred,24,23,False
1491,SITE-068,PART-1407,2025-07-02,EQ-3811,open,12,19,False
1492,SITE-014,PART-3368,2023-03-08,EQ-3660,open,27,33,True
1493,SITE-025,PART-5407,2024-11-08,EQ-4158,completed,5,0,False
1494,SITE-088,PART-8066,2025-06-22,EQ-9448,in_progress,17,12,False
1495,SITE-099,PART-5882,2026-11-18,EQ-1751,in_progress,18,42,False
1496,SITE-018,PART-9323,2024-08-19,EQ-9943,in_progress,27,9,False
1497,SITE-015,PART-5929,2025-02-18,EQ-7102,deferred,21,15,False
1498,SITE-034,PART-7057,2023-02-09,EQ-7941,deferred,16,36,True
1499,SITE-097,PART-3547,2024-08-18,EQ-5269,open,18,32,False
1500,SITE-068,PART-6446,2024-12-10,EQ-5267,deferred,20,25,False
1501,SITE-049,PART-1902,2026-11-26,EQ-3682,completed,4,0,False
1502,SITE-018,PART-4399,2026-07-18,EQ-6224,awaiting_parts,11,44,True
1503,SITE-033,PART-1730,2024-11-25,EQ-6886,completed,9,0,False
1504,SITE-058,PART-7553,2026-01-05,EQ-1223,awaiting_parts,28,2,False
1505,SITE-070,PART-6446,2024-02-25,EQ-3496,awaiting_parts,1,42,False
1506,SITE-028,PART-9011,2025-12-06,EQ-6381,awaiting_parts,14,6,True
1507,SITE-024,PART-6452,2026-09-01,EQ-1889,deferred,15,13,False
1508,SITE-026,PART-9885,2023-05-15,EQ-8997,awaiting_parts,11,20,False
1509,SITE-004,PART-3717,2024-06-28,EQ-8563,deferred,30,42,False
1510,SITE-092,PART-6797,2026-08-10,EQ-8262,completed,9,0,False
1511,SITE-098,PART-2395,2024-06-07,EQ-9283,in_progress,23,4,False
1512,SITE-008,PART-7186,2026-01-25,EQ-5048,deferred,25,38,False
1513,SITE-083,PART-1552,2024-03-21,EQ-9807,in_progress,25,20,True
1514,SITE-038,PART-6896,2025-08-13,EQ-4572,deferred,30,11,True
1515,SITE-037,PART-5025,2025-02-15,EQ-8913,open,12,26,False
1516,SITE-091,PART-2869,2023-07-06,EQ-1322,in_progress,30,11,False
1517,SITE-073,PART-7581,2024-07-15,EQ-2977,in_progress,10,10,False
1518,SITE-018,PART-5990,2024-08-21,EQ-1831,deferred,6,19,False
1519,SITE-060,PART-2395,2023-01-25,EQ-7608,open,8,11,False
1520,SITE-081,PART-7375,2025-08-14,EQ-8651,completed,7,0,False
1521,SITE-007,PART-6270,2025-09-13,EQ-9504,open,2,11,False
1522,SITE-058,PART-3727,2026-12-28,EQ-9763,in_progress,29,36,True
1523,SITE-081,PART-1665,2025-12-12,EQ-9901,completed,6,0,False
1524,SITE-068,PART-6236,2023-01-19,EQ-2449,deferred,2,37,True
1525,SITE-090,PART-9595,2023-07-03,EQ-2389,open,1,8,False
1526,SITE-062,PART-1705,2023-02-24,EQ-7551,completed,1,0,True
1527,SITE-086,PART-6835,2026-08-11,EQ-3388,awaiting_parts,25,36,False
1528,SITE-094,PART-7774,2026-11-16,EQ-3366,deferred,28,11,True
1529,SITE-017,PART-4646,2023-09-01,EQ-8875,completed,3,0,False
1530,SITE-052,PART-7343,2025-05-23,EQ-8671,completed,1,0,False
1531,SITE-071,PART-3516,2023-11-24,EQ-1644,completed,0,0,False
1532,SITE-024,PART-3716,2025-07-26,EQ-8230,awaiting_parts,28,28,False
1533,SITE-066,PART-2062,2023-11-10,EQ-6602,deferred,3,44,False
1534,SITE-045,PART-8120,2023-03-17,EQ-3593,deferred,18,17,False
1535,SITE-046,PART-3494,2026-11-21,EQ-7228,awaiting_parts,11,5,False
1536,SITE-017,PART-9595,2024-03-21,EQ-9179,deferred,16,14,False
1537,SITE-080,PART-8589,2023-06-26,EQ-1147,awaiting_parts,1,16,False
1538,SITE-062,PART-9369,2023-07-16,EQ-3168,in_progress,26,38,True
1539,SITE-093,PART-8323,2024-08-19,EQ-5702,deferred,8,44,True
1540,SITE-050,PART-5124,2023-01-20,EQ-4297,open,6,41,False
1541,SITE-050,PART-3547,2023-11-25,EQ-8956,open,5,27,False
1542,SITE-022,PART-1196,2024-07-22,EQ-4009,in_progress,29,30,False
1543,SITE-083,PART-8739,2024-08-22,EQ-5911,deferred,14,12,False
1544,SITE-041,PART-7423,2023-11-24,EQ-3011,deferred,4,13,False
1545,SITE-083,PART-2573,2025-07-14,EQ-3369,awaiting_parts,27,24,True
1546,SITE-024,PART-2748,2023-11-20,EQ-5482,completed,6,0,False
1547,SITE-059,PART-7453,2024-08-13,EQ-3357,in_progress,1,25,False
1548,SITE-015,PART-1396,2025-10-25,EQ-6141,completed,7,0,False
1549,SITE-047,PART-9478,2024-03-04,EQ-2084,awaiting_parts,18,33,False
1550,SITE-046,PART-2668,2024-12-11,EQ-1030,completed,7,0,False
1551,SITE-049,PART-4116,2025-10-18,EQ-8627,deferred,29,13,False
1552,SITE-027,PART-5807,2025-01-21,EQ-9505,deferred,5,41,False
1553,SITE-012,PART-9502,2026-10-01,EQ-9466,open,25,16,False
1554,SITE-099,PART-7199,2024-10-03,EQ-2681,in_progress,7,40,False
1555,SITE-029,PART-5375,2023-10-25,EQ-4624,awaiting_parts,28,34,True
1556,SITE-050,PART-8548,2024-05-23,EQ-7234,deferred,27,28,False
1557,SITE-065,PART-9576,2023-09-26,EQ-5054,awaiting_parts,12,20,False
1558,SITE-055,PART-6566,2024-04-04,EQ-8229,awaiting_parts,4,38,False
1559,SITE-024,PART-1102,2026-11-04,EQ-1829,completed,3,0,False
1560,SITE-011,PART-6897,2026-02-15,EQ-7222,open,18,25,True
1561,SITE-052,PART-6881,2026-06-03,EQ-7903,deferred,30,3,False
1562,SITE-093,PART-6496,2025-02-23,EQ-8158,in_progress,4,22,False
1563,SITE-033,PART-5375,2024-06-02,EQ-4425,open,6,36,False
1564,SITE-044,PART-2926,2026-08-21,EQ-2764,open,28,18,False
1565,SITE-094,PART-1986,2025-10-06,EQ-6354,in_progress,20,29,False
1566,SITE-088,PART-3888,2024-05-12,EQ-1363,deferred,11,2,True
1567,SITE-069,PART-7024,2023-01-16,EQ-5624,completed,0,0,False
1568,SITE-051,PART-2279,2024-06-28,EQ-9886,open,14,1,False
1569,SITE-054,PART-8307,2025-04-02,EQ-7611,deferred,14,7,False
1570,SITE-060,PART-1055,2024-10-17,EQ-6348,awaiting_parts,25,17,False
1571,SITE-016,PART-3474,2026-04-21,EQ-5500,awaiting_parts,12,9,False
1572,SITE-023,PART-6616,2026-02-23,EQ-6450,awaiting_parts,4,31,False
1573,SITE-064,PART-5092,2024-07-07,EQ-8844,in_progress,19,42,False
1574,SITE-096,PART-7372,2024-01-07,EQ-8706,deferred,16,37,False
1575,SITE-038,PART-4549,2025-08-02,EQ-3517,awaiting_parts,4,35,False
1576,SITE-071,PART-2194,2023-03-23,EQ-4917,awaiting_parts,11,9,False
1577,SITE-090,PART-9631,2024-09-02,EQ-9668,open,22,7,True
1578,SITE-013,PART-9058,2023-11-05,EQ-4046,awaiting_parts,26,33,False
1579,SITE-088,PART-6694,2026-05-28,EQ-3683,open,15,31,False
1580,SITE-030,PART-2372,2025-07-18,EQ-8261,in_progress,22,2,False
1581,SITE-024,PART-1936,2026-01-25,EQ-2713,deferred,8,30,False
1582,SITE-088,PART-6538,2023-11-28,EQ-9453,completed,4,0,False
1583,SITE-005,PART-2844,2025-12-14,EQ-4466,awaiting_parts,19,18,False
1584,SITE-046,PART-3619,2025-06-10,EQ-5595,deferred,26,11,False
1585,SITE-042,PART-1420,2025-12-20,EQ-7037,deferred,7,27,False
1586,SITE-083,PART-4019,2026-01-26,EQ-5775,awaiting_parts,5,14,False
1587,SITE-042,PART-6373,2024-01-13,EQ-2843,deferred,14,45,False
1588,SITE-091,PART-4954,2024-05-24,EQ-8283,awaiting_parts,25,36,False
1589,SITE-014,PART-7745,2026-05-17,EQ-3520,open,28,30,False
1590,SITE-012,PART-3951,2025-04-07,EQ-3333,in_progress,3,11,False
1591,SITE-046,PART-2245,2025-08-09,EQ-3439,open,1,4,False
1592,SITE-098,PART-6523,2026-02-25,EQ-5168,completed,3,0,False
1593,SITE-055,PART-1542,2026-05-13,EQ-5526,completed,1,0,False
1594,SITE-001,PART-3671,2025-09-26,EQ-8870,awaiting_parts,22,41,False
1595,SITE-025,PART-2091,2023-02-08,EQ-4895,deferred,4,20,False
1596,SITE-080,PART-1902,2026-03-13,EQ-7750,awaiting_parts,27,17,False
1597,SITE-074,PART-7581,2026-02-14,EQ-3309,awaiting_parts,14,19,False
1598,SITE-002,PART-7232,2024-05-11,EQ-2010,completed,2,0,True
1599,SITE-056,PART-1657,2024-05-27,EQ-2693,open,14,9,False
1600,SITE-098,PART-6477,2023-05-14,EQ-7568,open,30,10,False
1601,SITE-055,PART-6731,2025-09-21,EQ-6757,in_progress,22,32,False
1602,SITE-056,PART-6929,2024-01-08,EQ-4557,in_progress,28,21,True
1603,SITE-033,PART-7823,2026-10-28,EQ-8451,deferred,7,45,False
1604,SITE-058,PART-1420,2025-01-12,EQ-3301,in_progress,11,22,False
1605,SITE-003,PART-3388,2025-03-02,EQ-2847,open,18,16,False
1606,SITE-084,PART-7124,2023-11-23,EQ-5654,completed,7,0,False
1607,SITE-007,PART-1511,2026-09-07,EQ-1218,completed,9,0,False
1608,SITE-078,PART-6931,2024-11-06,EQ-4231,deferred,22,13,True
1609,SITE-090,PART-5690,2025-11-09,EQ-6163,open,29,22,False
1610,SITE-071,PART-1102,2023-04-22,EQ-8851,in_progress,13,23,False
1611,SITE-026,PART-1703,2024-06-25,EQ-8409,deferred,30,29,False
1612,SITE-078,PART-2327,2026-03-25,EQ-6948,completed,3,0,False
1613,SITE-018,PART-5042,2024-03-24,EQ-5331,in_progress,12,21,True
1614,SITE-002,PART-2165,2024-08-23,EQ-5142,deferred,30,36,True
1615,SITE-022,PART-2314,2025-08-21,EQ-4689,awaiting_parts,2,14,False
1616,SITE-025,PART-8860,2025-07-19,EQ-3566,in_progress,15,8,False
1617,SITE-095,PART-7041,2023-07-11,EQ-1152,in_progress,20,29,False
1618,SITE-082,PART-1176,2026-11-03,EQ-9171,awaiting_parts,13,28,False
1619,SITE-071,PART-3904,2026-06-20,EQ-3371,deferred,7,36,False
1620,SITE-050,PART-8184,2026-02-19,EQ-1520,deferred,13,34,False
1621,SITE-030,PART-1758,2026-12-28,EQ-4346,completed,4,0,False
1622,SITE-096,PART-1984,2025-09-19,EQ-6692,in_progress,5,26,False
1623,SITE-099,PART-2418,2026-11-16,EQ-2042,open,17,21,False
1624,SITE-021,PART-6566,2024-04-28,EQ-5709,completed,5,0,False
1625,SITE-091,PART-2385,2023-01-16,EQ-4635,completed,3,0,False
1626,SITE-036,PART-1894,2025-11-07,EQ-2935,awaiting_parts,17,25,False
1627,SITE-046,PART-9312,2024-03-02,EQ-5363,open,27,18,False
1628,SITE-066,PART-6978,2026-02-02,EQ-7677,awaiting_parts,23,23,False
1629,SITE-033,PART-4934,2026-05-14,EQ-4795,deferred,7,41,False
1630,SITE-061,PART-8066,2024-10-01,EQ-7899,deferred,7,38,False
1631,SITE-078,PART-1203,2026-08-21,EQ-2847,in_progress,19,40,False
1632,SITE-098,PART-5259,2025-12-28,EQ-4428,awaiting_parts,24,7,False
1633,SITE-091,PART-6610,2023-02-08,EQ-2227,deferred,11,39,False
1634,SITE-055,PART-3575,2024-11-11,EQ-8502,in_progress,16,14,False
1635,SITE-068,PART-5878,2025-09-11,EQ-6643,in_progress,23,8,False
1636,SITE-020,PART-6545,2026-04-12,EQ-1291,deferred,29,44,False
1637,SITE-029,PART-3454,2025-04-27,EQ-1540,awaiting_parts,11,17,False
1638,SITE-091,PART-2615,2024-10-13,EQ-7755,open,30,14,True
1639,SITE-001,PART-2322,2024-04-24,EQ-4593,deferred,12,34,False
1640,SITE-095,PART-1986,2026-07-16,EQ-2981,in_progress,1,3,False
1641,SITE-055,PART-8865,2025-01-26,EQ-8212,completed,1,0,False
1642,SITE-088,PART-6971,2025-02-12,EQ-1552,awaiting_parts,23,43,False
1643,SITE-010,PART-3925,2026-01-13,EQ-7011,completed,7,0,False
1644,SITE-036,PART-9610,2023-12-06,EQ-7895,open,7,14,False
1645,SITE-058,PART-8082,2025-07-17,EQ-5879,open,19,5,False
1646,SITE-074,PART-3979,2025-02-21,EQ-7293,completed,1,0,False
1647,SITE-034,PART-3154,2024-10-01,EQ-3776,awaiting_parts,23,20,False
1648,SITE-008,PART-6931,2023-06-20,EQ-5004,deferred,27,3,False
1649,SITE-020,PART-4336,2025-09-24,EQ-4314,open,12,35,False
1650,SITE-070,PART-1561,2026-06-05,EQ-3318,awaiting_parts,13,37,False
1651,SITE-047,PART-3083,2026-12-19,EQ-3307,deferred,20,7,False
1652,SITE-068,PART-8134,2023-04-21,EQ-3740,completed,10,0,False
1653,SITE-002,PART-1036,2025-10-04,EQ-5174,in_progress,15,33,False
1654,SITE-088,PART-1396,2026-10-02,EQ-7823,awaiting_parts,11,27,False
1655,SITE-069,PART-9058,2025-04-01,EQ-9721,deferred,21,35,False
1656,SITE-038,PART-2966,2023-03-09,EQ-2467,in_progress,2,38,False
1657,SITE-040,PART-6345,2025-12-27,EQ-2259,open,24,37,True
1658,SITE-090,PART-7438,2024-02-18,EQ-5718,deferred,18,41,False
1659,SITE-056,PART-3361,2024-04-21,EQ-6291,open,11,19,False
1660,SITE-073,PART-2372,2024-04-01,EQ-5984,in_progress,7,7,False
1661,SITE-089,PART-6886,2026-03-15,EQ-4172,awaiting_parts,25,1,False
1662,SITE-097,PART-1720,2025-04-08,EQ-4165,awaiting_parts,6,33,False
1663,SITE-029,PART-4147,2026-01-07,EQ-1413,open,5,36,False
1664,SITE-068,PART-4659,2024-09-21,EQ-6421,open,12,39,False
1665,SITE-084,PART-1848,2026-01-05,EQ-8896,awaiting_parts,8,14,True
1666,SITE-042,PART-8548,2026-06-13,EQ-4228,open,22,21,False
1667,SITE-050,PART-7205,2024-08-20,EQ-6337,in_progress,15,27,False
1668,SITE-055,PART-8858,2026-04-19,EQ-7364,in_progress,11,27,False
1669,SITE-069,PART-1535,2023-04-11,EQ-1975,open,21,35,False
1670,SITE-037,PART-6896,2024-05-24,EQ-9966,in_progress,14,16,False
1671,SITE-055,PART-5588,2026-02-18,EQ-6438,completed,9,0,False
1672,SITE-024,PART-7993,2023-01-17,EQ-6920,open,2,32,False
1673,SITE-034,PART-6464,2026-09-01,EQ-7547,deferred,18,38,True
1674,SITE-072,PART-3738,2025-10-21,EQ-2126,open,3,9,False
1675,SITE-064,PART-8903,2026-02-06,EQ-6972,open,25,1,False
1676,SITE-051,PART-2654,2024-11-14,EQ-8549,open,5,43,False
1677,SITE-100,PART-7058,2024-03-18,EQ-5093,open,1,2,False
1678,SITE-024,PART-4309,2024-04-17,EQ-3925,deferred,4,1,False
1679,SITE-058,PART-9610,2025-11-28,EQ-6735,deferred,7,28,False
1680,SITE-002,PART-1902,2025-06-08,EQ-4542,completed,10,0,False
1681,SITE-004,PART-8927,2023-12-28,EQ-1538,in_progress,11,9,False
1682,SITE-035,PART-8449,2026-12-17,EQ-6198,in_progress,7,38,True
1683,SITE-086,PART-6067,2023-02-25,EQ-3055,deferred,12,7,False
1684,SITE-048,PART-2744,2025-08-11,EQ-9363,completed,3,0,False
1685,SITE-069,PART-7058,2025-12-19,EQ-9801,deferred,5,31,False
1686,SITE-086,PART-6517,2025-06-19,EQ-9897,awaiting_parts,23,38,False
1687,SITE-015,PART-3098,2025-05-10,EQ-2499,in_progress,11,36,False
1688,SITE-071,PART-2848,2024-05-11,EQ-1165,completed,2,0,False
1689,SITE-082,PART-4624,2025-02-27,EQ-9645,completed,3,0,False
1690,SITE-063,PART-3716,2026-12-09,EQ-9746,open,11,24,False
1691,SITE-024,PART-4525,2024-07-25,EQ-2496,deferred,6,41,False
1692,SITE-042,PART-2451,2024-12-05,EQ-8720,deferred,27,7,False
1693,SITE-006,PART-7209,2024-11-20,EQ-4475,awaiting_parts,29,10,False
1694,SITE-008,PART-5259,2025-11-21,EQ-1479,completed,4,0,False
1695,SITE-024,PART-2177,2024-02-23,EQ-9507,awaiting_parts,9,24,False
1696,SITE-100,PART-5893,2026-09-14,EQ-3614,awaiting_parts,15,9,False
1697,SITE-025,PART-1832,2024-11-01,EQ-8457,completed,10,0,False
1698,SITE-015,PART-6406,2025-06-19,EQ-4262,in_progress,12,45,False
1699,SITE-039,PART-7186,2026-05-24,EQ-7336,deferred,3,28,False
1700,SITE-047,PART-2615,2026-03-05,EQ-8819,completed,3,0,False
1701,SITE-019,PART-2990,2024-09-15,EQ-3184,deferred,9,37,False
1702,SITE-031,PART-6731,2023-12-24,EQ-1155,completed,8,0,False
1703,SITE-066,PART-9037,2025-04-24,EQ-4656,in_progress,20,30,False
1704,SITE-083,PART-4926,2026-03-12,EQ-3616,completed,1,0,False
1705,SITE-065,PART-5949,2025-09-26,EQ-1324,completed,10,0,False
1706,SITE-059,PART-1423,2024-06-22,EQ-4187,completed,8,0,True
1707,SITE-058,PART-9430,2025-12-10,EQ-6574,awaiting_parts,26,33,False
1708,SITE-035,PART-8440,2023-01-23,EQ-4435,completed,10,0,False
1709,SITE-007,PART-3234,2026-07-22,EQ-8938,completed,0,0,False
1710,SITE-084,PART-9329,2024-02-10,EQ-9658,deferred,29,23,False
1711,SITE-090,PART-9885,2025-09-21,EQ-9736,awaiting_parts,15,6,False
1712,SITE-058,PART-5538,2024-09-01,EQ-8320,awaiting_parts,20,19,False
1713,SITE-044,PART-6842,2024-11-28,EQ-5429,awaiting_parts,28,16,False
1714,SITE-076,PART-4716,2024-10-24,EQ-1491,completed,5,0,False
1715,SITE-031,PART-5961,2023-03-21,EQ-2206,in_progress,2,22,False
1716,SITE-059,PART-6652,2026-04-01,EQ-3464,completed,2,0,True
1717,SITE-030,PART-1144,2024-01-04,EQ-4359,deferred,22,26,False
1718,SITE-002,PART-7597,2024-05-20,EQ-7455,deferred,20,32,True
1719,SITE-078,PART-6135,2025-11-04,EQ-8103,in_progress,18,41,False
1720,SITE-077,PART-1986,2023-03-26,EQ-6837,deferred,25,10,False
1721,SITE-019,PART-1988,2024-08-02,EQ-4749,in_progress,23,24,True
1722,SITE-010,PART-6539,2023-04-13,EQ-8109,in_progress,11,30,False
1723,SITE-060,PART-6352,2025-05-16,EQ-5672,open,6,36,False
1724,SITE-068,PART-3417,2026-07-25,EQ-1899,completed,2,0,True
1725,SITE-034,PART-4227,2026-11-27,EQ-4927,deferred,24,23,False
1726,SITE-043,PART-5964,2025-03-26,EQ-4891,open,29,36,False
1727,SITE-064,PART-7277,2026-08-23,EQ-2181,completed,1,0,False
1728,SITE-011,PART-3017,2026-11-13,EQ-6738,open,4,8,False
1729,SITE-029,PART-2701,2025-05-26,EQ-5051,open,28,1,False
1730,SITE-091,PART-1561,2025-09-25,EQ-1986,completed,0,0,False
1731,SITE-047,PART-8360,2023-06-24,EQ-9991,deferred,9,30,False
1732,SITE-032,PART-8907,2026-09-08,EQ-6671,awaiting_parts,3,10,False
1733,SITE-069,PART-1552,2024-08-07,EQ-8967,awaiting_parts,28,31,False
1734,SITE-034,PART-5659,2026-03-01,EQ-1900,deferred,2,31,False
1735,SITE-089,PART-7679,2025-11-21,EQ-3630,in_progress,30,16,False
1736,SITE-092,PART-8755,2025-07-03,EQ-9136,deferred,2,44,False
1737,SITE-022,PART-7699,2024-09-06,EQ-4717,in_progress,21,37,False
1738,SITE-036,PART-3487,2025-06-23,EQ-3142,completed,7,0,False
1739,SITE-008,PART-8686,2025-08-27,EQ-2149,completed,9,0,False
1740,SITE-076,PART-4031,2024-09-17,EQ-1110,completed,7,0,False
1741,SITE-035,PART-6545,2024-01-12,EQ-1096,open,21,15,False
1742,SITE-097,PART-2328,2023-08-16,EQ-4542,in_progress,12,44,False
1743,SITE-031,PART-8480,2024-02-28,EQ-1225,completed,3,0,True
1744,SITE-093,PART-9988,2023-05-19,EQ-4495,open,12,32,False
1745,SITE-056,PART-5949,2025-12-15,EQ-6323,deferred,29,40,True
1746,SITE-024,PART-1047,2024-03-03,EQ-8772,open,26,41,False
1747,SITE-055,PART-4073,2026-08-21,EQ-5372,completed,9,0,False
1748,SITE-031,PART-2165,2025-10-02,EQ-7998,in_progress,6,27,False
1749,SITE-033,PART-2088,2023-07-17,EQ-8185,deferred,19,6,False
1750,SITE-011,PART-6166,2025-04-22,EQ-3784,deferred,2,28,False
1751,SITE-065,PART-4735,2026-06-24,EQ-6161,open,7,11,False
1752,SITE-068,PART-1396,2023-06-21,EQ-2096,deferred,4,2,True
1753,SITE-003,PART-5070,2024-08-11,EQ-5384,deferred,7,3,False
1754,SITE-052,PART-9418,2024-11-14,EQ-2350,completed,1,0,False
1755,SITE-009,PART-7812,2024-03-10,EQ-9808,completed,1,0,True
1756,SITE-094,PART-7553,2024-02-05,EQ-7030,in_progress,29,16,False
1757,SITE-013,PART-6345,2023-02-04,EQ-8597,in_progress,20,41,False
1758,SITE-007,PART-7073,2024-07-07,EQ-9001,open,18,43,False
1759,SITE-085,PART-6496,2025-03-10,EQ-2684,deferred,5,27,False
1760,SITE-069,PART-2165,2023-10-10,EQ-7556,completed,3,0,False
1761,SITE-043,PART-6358,2025-04-09,EQ-1047,completed,5,0,False
1762,SITE-044,PART-7819,2023-10-13,EQ-9873,in_progress,24,1,False
1763,SITE-051,PART-2584,2024-04-23,EQ-4370,awaiting_parts,24,39,False
1764,SITE-029,PART-5541,2023-03-03,EQ-4465,in_progress,9,25,False
1765,SITE-041,PART-6410,2024-04-13,EQ-3245,deferred,2,19,False
1766,SITE-078,PART-9312,2024-03-20,EQ-7317,completed,9,0,False
1767,SITE-039,PART-2170,2026-07-27,EQ-4492,open,14,1,False
1768,SITE-046,PART-8907,2025-12-23,EQ-5608,deferred,14,17,False
1769,SITE-011,PART-4674,2023-11-01,EQ-9746,open,5,32,False
1770,SITE-069,PART-6383,2025-07-08,EQ-2836,in_progress,25,24,False
1771,SITE-089,PART-8526,2025-06-14,EQ-4645,deferred,15,29,True
1772,SITE-038,PART-1945,2023-11-04,EQ-4609,completed,5,0,False
1773,SITE-005,PART-6361,2023-06-25,EQ-1603,deferred,11,23,False
1774,SITE-041,PART-4994,2023-08-09,EQ-4386,awaiting_parts,6,17,False
1775,SITE-095,PART-6383,2024-01-06,EQ-3671,open,11,4,True
1776,SITE-034,PART-6897,2023-09-10,EQ-4629,open,18,33,False
1777,SITE-014,PART-2990,2024-04-21,EQ-9059,deferred,18,6,True
1778,SITE-084,PART-5503,2025-07-01,EQ-5248,open,26,43,False
1779,SITE-043,PART-6374,2024-04-11,EQ-2010,in_progress,4,27,False
1780,SITE-014,PART-9687,2024-01-06,EQ-7826,awaiting_parts,9,14,False
1781,SITE-044,PART-8227,2025-10-28,EQ-3939,deferred,7,40,True
1782,SITE-079,PART-9827,2026-08-26,EQ-7223,awaiting_parts,25,27,False
1783,SITE-022,PART-1779,2026-05-07,EQ-2250,awaiting_parts,11,20,False
1784,SITE-074,PART-1036,2025-02-15,EQ-8349,deferred,8,8,False
1785,SITE-072,PART-8227,2025-07-06,EQ-8756,awaiting_parts,17,37,False
1786,SITE-048,PART-7581,2025-02-26,EQ-4662,completed,3,0,False
1787,SITE-013,PART-4954,2024-05-02,EQ-5488,in_progress,3,3,False
1788,SITE-061,PART-2243,2023-03-04,EQ-7702,open,25,16,False
1789,SITE-048,PART-8594,2023-12-27,EQ-5498,open,22,26,False
1790,SITE-008,PART-6452,2025-08-22,EQ-4330,deferred,21,11,False
1791,SITE-090,PART-7980,2025-01-05,EQ-5357,completed,8,0,False
1792,SITE-058,PART-3810,2024-12-06,EQ-9930,deferred,27,32,False
1793,SITE-007,PART-4336,2024-02-18,EQ-3692,completed,0,0,False
1794,SITE-003,PART-6801,2025-09-10,EQ-7012,deferred,24,42,False
1795,SITE-011,PART-7696,2025-05-07,EQ-3649,open,22,16,False
1796,SITE-058,PART-8066,2023-11-12,EQ-4153,in_progress,15,2,False
1797,SITE-042,PART-6496,2024-02-03,EQ-1477,deferred,28,34,False
1798,SITE-041,PART-6897,2025-11-24,EQ-4737,deferred,27,26,False
1799,SITE-045,PART-6882,2025-12-26,EQ-9992,awaiting_parts,27,14,False
1800,SITE-011,PART-1897,2024-08-05,EQ-2753,open,6,23,False
1801,SITE-080,PART-4248,2025-03-08,EQ-8558,awaiting_parts,20,17,False
1802,SITE-031,PART-5894,2023-01-03,EQ-3803,in_progress,9,28,False
1803,SITE-058,PART-1047,2023-03-12,EQ-3710,completed,3,0,False
1804,SITE-022,PART-3828,2026-03-27,EQ-1677,deferred,12,6,False
1805,SITE-048,PART-7779,2024-01-02,EQ-8868,completed,1,0,False
1806,SITE-059,PART-3793,2025-11-07,EQ-5363,open,11,9,False
1807,SITE-004,PART-3716,2025-07-23,EQ-1711,deferred,4,13,False
1808,SITE-041,PART-1483,2025-09-17,EQ-3273,in_progress,15,21,True
1809,SITE-100,PART-7438,2023-06-21,EQ-6051,open,26,31,True
1810,SITE-023,PART-9944,2024-10-26,EQ-8526,in_progress,16,3,False
1811,SITE-099,PART-6731,2024-07-24,EQ-1469,completed,6,0,False
1812,SITE-063,PART-2982,2026-02-13,EQ-1048,awaiting_parts,10,3,False
1813,SITE-088,PART-4583,2026-01-01,EQ-7991,awaiting_parts,13,39,False
1814,SITE-063,PART-5503,2024-05-21,EQ-7186,deferred,16,26,False
1815,SITE-092,PART-9373,2026-06-10,EQ-9860,open,30,45,False
1816,SITE-089,PART-6621,2025-01-11,EQ-8770,open,26,41,False
1817,SITE-070,PART-2542,2023-05-14,EQ-3300,open,7,45,True
1818,SITE-050,PART-2322,2024-09-24,EQ-3111,awaiting_parts,1,32,False
1819,SITE-079,PART-7343,2023-03-09,EQ-5259,awaiting_parts,8,31,True
1820,SITE-053,PART-3920,2025-04-02,EQ-1716,awaiting_parts,19,20,True
1821,SITE-034,PART-9948,2026-09-02,EQ-5690,open,1,30,False
1822,SITE-063,PART-3459,2026-12-03,EQ-4117,completed,5,0,False
1823,SITE-037,PART-7720,2024-04-07,EQ-1533,completed,0,0,False
1824,SITE-096,PART-2365,2026-06-24,EQ-6546,deferred,22,28,False
1825,SITE-040,PART-2298,2026-03-17,EQ-1300,in_progress,27,22,False
1826,SITE-083,PART-6797,2025-08-06,EQ-7088,awaiting_parts,17,3,False
1827,SITE-089,PART-8903,2025-06-19,EQ-8400,awaiting_parts,24,5,False
