order_id,order_supplier_name,order_supplier_id,order_part_id,order_quantity,order_status,order_created_at,order_updated_at,site_id
1896,Harborline Industrial Supply,HIS,PART-0998,678,delivered,2023-04-05,2023-04-19,SITE-078
1897,Cedar Valley Manufacturing,CVM,PART-0012,219,delivered,2026-01-28,2026-02-13,SITE-025
1898,Northstar Defense Supply,NDS,PART-0490,571,shipped,2024-03-20,2024-04-10,SITE-052
1899,Cedar Valley Manufacturing,CVM,PART-0108,571,shipped,2026-07-26,2026-08-21,SITE-040
1900,Ranger Vehicle Parts,RVP,PART-0696,940,delivered,2023-04-22,2023-05-10,SITE-035
1901,Falcon Electronics Group,FEG,PART-0093,341,pending,2023-05-08,2023-06-06,SITE-034
1902,Vector Aerospace Supply,VAS,PART-0594,338,pending,2025-07-23,2025-08-12,SITE-022
1903,Northstar Defense Supply,NDS,PART-0293,844,pending,2026-02-24,2026-03-08,SITE-002
1904,Heritage Logistics Supply,HLS,PART-0162,327,pending,2026-10-04,2026-10-06,SITE-066
1905,Frontier Aviation Components,FAC,PART-0376,18,delivered,2023-01-06,2023-01-12,SITE-072
1906,Granite State Components,GSC,PART-0307,224,pending,2025-01-03,2025-01-05,SITE-035
1907,Mesa Tactical Manufacturing,MTM,PART-0688,933,delivered,2026-11-28,2026-12-01,SITE-092
1908,Titan Mobility Systems,TMS,PART-0105,134,shipped,2026-01-27,2026-02-26,SITE-083
1909,Pinnacle Hydraulic Systems,PHS,PART-0004,334,shipped,2025-02-20,2025-03-18,SITE-084
1910,Summit Tactical Supply,STS,PART-0544,334,shipped,2024-09-07,2024-09-13,SITE-035
1911,Frontier Aviation Components,FAC,PART-0853,563,pending,2024-12-04,2024-12-09,SITE-057
1912,Prairie Technical Components,PTC,PART-0646,298,delivered,2024-12-18,2025-01-07,SITE-006
1913,Summit Tactical Supply,STS,PART-0869,945,pending,2025-04-06,2025-04-19,SITE-059
1914,Prairie Technical Components,PTC,PART-0094,679,pending,2024-08-14,2024-09-09,SITE-001
1915,Vector Aerospace Supply,VAS,PART-0755,638,pending,2023-02-12,2023-03-11,SITE-053
1916,Frontier Aviation Components,FAC,PART-0706,509,shipped,2024-07-15,2024-07-31,SITE-013
1917,Apex Defense Components,ADC,PART-0181,325,shipped,2025-10-11,2025-11-01,SITE-090
1918,Ranger Vehicle Parts,RVP,PART-0918,607,shipped,2024-03-12,2024-03-26,SITE-054
1919,Patriot Precision Parts,PPP,PART-0769,191,delivered,2024-03-01,2024-03-29,SITE-071
1920,Patriot Precision Parts,PPP,PART-0267,438,pending,2024-10-04,2024-10-11,SITE-063
1921,Titan Mobility Systems,TMS,PART-0007,177,pending,2023-05-22,2023-05-23,SITE-075
1922,Heritage Logistics Supply,HLS,PART-0082,578,delivered,2025-03-12,2025-04-01,SITE-055
1923,Patriot Precision Parts,PPP,PART-0522,543,delivered,2025-08-08,2025-09-01,SITE-049
1924,Patriot Precision Parts,PPP,PART-0634,585,delivered,2025-03-05,2025-03-06,SITE-076
1925,Pinnacle Hydraulic Systems,PHS,PART-0387,652,shipped,2026-03-22,2026-04-07,SITE-077
1926,Gulf Coast Maintenance Parts,GCMP,PART-0876,762,shipped,2026-08-21,2026-09-15,SITE-022
1927,Keystone Industrial Supply,KIS,PART-0024,928,pending,2023-03-01,2023-03-02,SITE-095
1928,Frontier Aviation Components,FAC,PART-0818,268,delivered,2023-07-04,2023-07-08,SITE-004
1929,Pinnacle Hydraulic Systems,PHS,PART-0461,634,pending,2023-12-13,2024-01-01,SITE-081
1930,Cascade Aerospace Systems,CAS,PART-0553,553,pending,2024-03-12,2024-04-08,SITE-055
1931,Patriot Precision Parts,PPP,PART-0908,466,delivered,2025-12-20,2025-12-23,SITE-044
1932,Trident Marine Components,TMC,PART-0620,282,pending,2023-09-14,2023-10-10,SITE-053
1933,Titan Mobility Systems,TMS,PART-0266,348,delivered,2024-09-17,2024-09-20,SITE-081
1934,Granite State Components,GSC,PART-0672,592,pending,2024-11-07,2024-11-21,SITE-002
1935,Falcon Electronics Group,FEG,PART-0512,866,shipped,2023-01-02,2023-01-03,SITE-089
1936,Redstone Logistics Group,RLG,PART-0918,871,shipped,2025-08-21,2025-09-04,SITE-077
1937,Trident Marine Components,TMC,PART-0596,694,pending,2026-11-27,2026-12-13,SITE-056
1938,Titan Mobility Systems,TMS,PART-0023,975,shipped,2023-07-26,2023-08-13,SITE-040
1939,Redstone Logistics Group,RLG,PART-0884,549,shipped,2025-12-19,2025-12-20,SITE-045
1940,Harborline Industrial Supply,HIS,PART-0438,766,delivered,2023-02-11,2023-02-16,SITE-070
1941,Falcon Electronics Group,FEG,PART-0759,130,delivered,2026-04-15,2026-05-02,SITE-070
1942,Harborline Industrial Supply,HIS,PART-0174,330,delivered,2026-10-12,2026-11-06,SITE-029
1943,Apex Defense Components,ADC,PART-0797,293,delivered,2025-11-15,2025-12-07,SITE-067
1944,Ranger Vehicle Parts,RVP,PART-0836,996,pending,2026-03-02,2026-03-07,SITE-010
1945,Keystone Industrial Supply,KIS,PART-0577,748,pending,2026-02-04,2026-03-04,SITE-092
1946,Heritage Logistics Supply,HLS,PART-0877,551,shipped,2026-09-26,2026-10-01,SITE-070
1947,Frontier Aviation Components,FAC,PART-0740,780,delivered,2026-01-27,2026-02-08,SITE-044
1948,Keystone Industrial Supply,KIS,PART-0177,956,delivered,2026-04-16,2026-05-01,SITE-038
1949,Cedar Valley Manufacturing,CVM,PART-0797,44,delivered,2023-02-17,2023-02-23,SITE-058
1950,Redstone Logistics Group,RLG,PART-0317,776,shipped,2026-08-02,2026-08-20,SITE-015
1951,Granite State Components,GSC,PART-0151,194,shipped,2024-06-04,2024-06-10,SITE-035
1952,Sterling Power Systems,SPS,PART-0806,397,delivered,2024-11-21,2024-11-24,SITE-017
1953,Ranger Vehicle Parts,RVP,PART-0439,453,delivered,2024-05-23,2024-06-15,SITE-037
1954,Atlas Ground Support,AGS,PART-0135,367,pending,2026-11-28,2026-12-28,SITE-029
1955,Sentinel Equipment Supply,SES,PART-0394,115,pending,2023-12-22,2024-01-12,SITE-081
1956,Evergreen Field Support,EFS,PART-0428,86,pending,2025-11-02,2025-11-23,SITE-048
1957,Ranger Vehicle Parts,RVP,PART-0863,891,delivered,2023-04-15,2023-04-30,SITE-090
1958,Gulf Coast Maintenance Parts,GCMP,PART-0259,81,pending,2023-01-16,2023-01-28,SITE-015
1959,Summit Tactical Supply,STS,PART-0144,728,pending,2023-08-06,2023-08-20,SITE-036
1960,Patriot Precision Parts,PPP,PART-0394,655,delivered,2026-07-11,2026-08-03,SITE-022
1961,Cedar Valley Manufacturing,CVM,PART-0473,185,pending,2024-01-02,2024-01-16,SITE-013
1962,Trident Marine Components,TMC,PART-0945,533,delivered,2026-02-15,2026-02-17,SITE-060
1963,Keystone Industrial Supply,KIS,PART-0451,786,pending,2025-03-24,2025-04-02,SITE-069
1964,Prairie Technical Components,PTC,PART-0392,641,shipped,2025-05-06,2025-05-15,SITE-042
1965,Vector Aerospace Supply,VAS,PART-0560,469,delivered,2026-12-05,2026-12-10,SITE-100
1966,Mesa Tactical Manufacturing,MTM,PART-0290,64,shipped,2025-05-20,2025-06-06,SITE-051
1967,Ironclad Industrial Systems,IIS,PART-0489,293,pending,2026-07-16,2026-07-23,SITE-063
1968,Prairie Technical Components,PTC,PART-0541,599,delivered,2025-12-17,2025-12-24,SITE-063
1969,Sterling Power Systems,SPS,PART-0732,404,delivered,2023-04-10,2023-04-16,SITE-017
1970,Gulf Coast Maintenance Parts,GCMP,PART-0807,340,shipped,2024-09-10,2024-09-20,SITE-098
1971,Mesa Tactical Manufacturing,MTM,PART-0239,210,shipped,2026-03-27,2026-04-23,SITE-005
1972,Heritage Logistics Supply,HLS,PART-0131,609,shipped,2025-12-09,2025-12-28,SITE-021
1973,Titan Mobility Systems,TMS,PART-0328,798,shipped,2024-10-06,2024-10-25,SITE-073
1974,Keystone Industrial Supply,KIS,PART-0012,766,pending,2026-08-19,2026-09-11,SITE-005
1975,Sentinel Equipment Supply,SES,PART-0828,420,delivered,2025-01-09,2025-02-04,SITE-067
1976,Lone Star Equipment Group,LSEG,PART-0064,321,shipped,2026-09-26,2026-09-28,SITE-043
1977,Lone Star Equipment Group,LSEG,PART-0204,919,delivered,2026-12-10,2026-12-23,SITE-002
1978,Lone Star Equipment Group,LSEG,PART-0866,474,pending,2026-12-26,2027-01-08,SITE-067
1979,Cedar Valley Manufacturing,CVM,PART-0294,337,delivered,2024-03-04,2024-03-30,SITE-033
1980,Sentinel Equipment Supply,SES,PART-0613,307,pending,2024-10-19,2024-11-07,SITE-028
1981,Blue Ridge Defense Manufacturing,BRDM,PART-0729,934,pending,2026-09-27,2026-10-18,SITE-030
1982,Granite State Components,GSC,PART-0184,828,pending,2025-06-23,2025-07-15,SITE-001
1983,Keystone Industrial Supply,KIS,PART-0819,966,shipped,2023-06-06,2023-06-30,SITE-075
1984,Harborline Industrial Supply,HIS,PART-0925,657,shipped,2023-09-06,2023-09-07,SITE-096
1985,Titan Mobility Systems,TMS,PART-0586,537,shipped,2023-12-15,2023-12-22,SITE-018
1986,Gulf Coast Maintenance Parts,GCMP,PART-0848,342,shipped,2023-02-15,2023-03-04,SITE-049
1987,Sterling Power Systems,SPS,PART-0452,533,shipped,2026-10-28,2026-11-27,SITE-069
1988,Ranger Vehicle Parts,RVP,PART-0421,995,pending,2026-01-13,2026-01-29,SITE-025
1989,Liberty Mechanical Systems,LMS,PART-0098,387,pending,2025-05-14,2025-05-23,SITE-027
1990,Liberty Mechanical Systems,LMS,PART-0644,811,delivered,2026-02-10,2026-02-27,SITE-050
1991,Trident Marine Components,TMC,PART-0435,295,pending,2023-10-06,2023-10-14,SITE-001
1992,Heritage Logistics Supply,HLS,PART-0936,813,delivered,2024-05-13,2024-05-19,SITE-088
1993,Ironclad Industrial Systems,IIS,PART-0370,853,delivered,2024-01-28,2024-02-26,SITE-014
1994,Redstone Logistics Group,RLG,PART-0556,869,shipped,2025-10-11,2025-11-05,SITE-050
1995,Trident Marine Components,TMC,PART-0543,172,delivered,2025-02-07,2025-02-28,SITE-069
1996,Pinnacle Hydraulic Systems,PHS,PART-0997,836,pending,2024-04-26,2024-05-22,SITE-087
1997,Cascade Aerospace Systems,CAS,PART-0112,676,pending,2025-12-08,2025-12-09,SITE-056
1998,Prairie Technical Components,PTC,PART-0255,511,delivered,2023-04-15,2023-05-09,SITE-026
1999,Summit Tactical Supply,STS,PART-0351,30,shipped,2026-04-23,2026-05-02,SITE-076
2000,Atlas Ground Support,AGS,PART-0198,515,pending,2025-09-11,2025-09-26,SITE-071
2001,Prairie Technical Components,PTC,PART-0404,18,shipped,2023-06-10,2023-06-30,SITE-062
2002,Falcon Electronics Group,FEG,PART-0168,114,shipped,2023-11-26,2023-12-05,SITE-043
2003,Trident Marine Components,TMC,PART-0325,265,shipped,2025-11-05,2025-11-11,SITE-076
2004,Sterling Power Systems,SPS,PART-0181,172,pending,2024-09-03,2024-09-29,SITE-054
2005,Ranger Vehicle Parts,RVP,PART-0224,508,shipped,2024-06-18,2024-07-01,SITE-062
2006,Vector Aerospace Supply,VAS,PART-0056,643,delivered,2023-07-20,2023-08-13,SITE-090
2007,Trident Marine Components,TMC,PART-0655,397,delivered,2024-06-25,2024-07-02,SITE-075
2008,Harborline Industrial Supply,HIS,PART-0038,639,delivered,2026-01-02,2026-01-12,SITE-028
2009,Prairie Technical Components,PTC,PART-0675,337,delivered,2024-05-15,2024-05-16,SITE-062
2010,Apex Defense Components,ADC,PART-0074,921,shipped,2023-08-28,2023-09-20,SITE-054
2011,Vector Aerospace Supply,VAS,PART-0390,217,shipped,2024-06-04,2024-06-09,SITE-092
2012,Pinnacle Hydraulic Systems,PHS,PART-0568,38,pending,2023-08-18,2023-09-05,SITE-016
2013,Apex Defense Components,ADC,PART-0204,337,shipped,2025-03-12,2025-04-05,SITE-053
2014,Blue Ridge Defense Manufacturing,BRDM,PART-0415,225,shipped,2025-05-16,2025-05-18,SITE-063
2015,Mesa Tactical Manufacturing,MTM,PART-0918,114,shipped,2025-09-22,2025-10-18,SITE-070
2016,Apex Defense Components,ADC,PART-0609,95,delivered,2024-06-20,2024-07-18,SITE-036
2017,Trident Marine Components,TMC,PART-0835,710,pending,2023-08-11,2023-09-06,SITE-083
2018,Heritage Logistics Supply,HLS,PART-0722,381,delivered,2024-05-18,2024-06-09,SITE-074
2019,Patriot Precision Parts,PPP,PART-0833,976,delivered,2024-07-24,2024-08-23,SITE-047
2020,Redstone Logistics Group,RLG,PART-0100,946,shipped,2026-01-12,2026-01-24,SITE-097
2021,Blue Ridge Defense Manufacturing,BRDM,PART-0920,709,delivered,2023-07-03,2023-07-12,SITE-002
2022,Evergreen Field Support,EFS,PART-0834,761,delivered,2025-05-17,2025-06-14,SITE-065
2023,Sterling Power Systems,SPS,PART-0978,509,pending,2026-04-07,2026-04-22,SITE-063
2024,Lone Star Equipment Group,LSEG,PART-0014,622,shipped,2025-03-14,2025-04-05,SITE-070
2025,Trident Marine Components,TMC,PART-0685,771,shipped,2023-12-13,2023-12-18,SITE-100
2026,Trident Marine Components,TMC,PART-0158,107,delivered,2023-02-13,2023-03-05,SITE-011
2027,Heritage Logistics Supply,HLS,PART-0607,997,delivered,2024-01-21,2024-02-12,SITE-093
2028,Mesa Tactical Manufacturing,MTM,PART-0645,745,delivered,2025-02-25,2025-03-12,SITE-066
2029,Liberty Mechanical Systems,LMS,PART-0352,127,pending,2026-06-08,2026-06-11,SITE-037
2030,Sentinel Equipment Supply,SES,PART-0599,24,shipped,2026-11-20,2026-12-19,SITE-044
2031,Northstar Defense Supply,NDS,PART-0522,709,shipped,2025-05-15,2025-05-25,SITE-031
2032,Sterling Power Systems,SPS,PART-0485,604,shipped,2023-07-11,2023-07-29,SITE-024
2033,Falcon Electronics Group,FEG,PART-0721,683,pending,2026-01-28,2026-02-01,SITE-069
2034,Mesa Tactical Manufacturing,MTM,PART-0922,775,delivered,2023-02-19,2023-02-26,SITE-051
2035,Titan Mobility Systems,TMS,PART-0467,695,delivered,2024-11-06,2024-12-03,SITE-079
2036,Prairie Technical Components,PTC,PART-0085,566,pending,2024-11-07,2024-12-06,SITE-052
2037,Ranger Vehicle Parts,RVP,PART-0405,715,delivered,2025-07-15,2025-08-08,SITE-011
2038,Compass Maritime Supply,CMS,PART-0460,682,delivered,2024-02-24,2024-03-07,SITE-072
2039,Mesa Tactical Manufacturing,MTM,PART-0418,175,delivered,2025-01-21,2025-01-23,SITE-028
2040,Prairie Technical Components,PTC,PART-0813,607,delivered,2023-10-15,2023-10-20,SITE-030
2041,Trident Marine Components,TMC,PART-0304,487,pending,2026-03-21,2026-04-11,SITE-098
2042,Cascade Aerospace Systems,CAS,PART-0389,789,pending,2024-03-06,2024-03-11,SITE-002
2043,Blue Ridge Defense Manufacturing,BRDM,PART-0764,161,pending,2026-03-07,2026-03-27,SITE-044
2044,Apex Defense Components,ADC,PART-0649,506,shipped,2026-08-14,2026-09-13,SITE-006
2045,Gulf Coast Maintenance Parts,GCMP,PART-0413,140,delivered,2026-06-20,2026-06-26,SITE-047
2046,Ranger Vehicle Parts,RVP,PART-0289,896,delivered,2026-05-24,2026-06-14,SITE-096
2047,Redstone Logistics Group,RLG,PART-0359,688,shipped,2023-02-12,2023-02-23,SITE-084
2048,Prairie Technical Components,PTC,PART-0037,831,pending,2025-01-18,2025-02-07,SITE-030
2049,Sentinel Equipment Supply,SES,PART-0063,920,pending,2023-02-11,2023-02-17,SITE-039
2050,Mesa Tactical Manufacturing,MTM,PART-0627,714,shipped,2026-07-17,2026-07-20,SITE-033
2051,Frontier Aviation Components,FAC,PART-0072,711,shipped,2024-07-02,2024-07-08,SITE-082
2052,Compass Maritime Supply,CMS,PART-0048,905,pending,2024-09-20,2024-10-02,SITE-092
2053,Apex Defense Components,ADC,PART-0691,556,delivered,2025-02-27,2025-03-21,SITE-074
2054,Compass Maritime Supply,CMS,PART-0044,723,pending,2025-04-14,2025-04-16,SITE-023
2055,Ironclad Industrial Systems,IIS,PART-0372,621,pending,2023-12-10,2023-12-28,SITE-034
2056,Frontier Aviation Components,FAC,PART-0556,31,pending,2026-08-28,2026-09-27,SITE-049
2057,Redstone Logistics Group,RLG,PART-0016,934,shipped,2023-03-07,2023-04-03,SITE-077
2058,Heritage Logistics Supply,HLS,PART-0123,104,pending,2025-11-24,2025-11-30,SITE-058
2059,Redstone Logistics Group,RLG,PART-0388,869,shipped,2023-01-19,2023-02-13,SITE-008
2060,Sterling Power Systems,SPS,PART-0547,119,delivered,2026-08-22,2026-09-15,SITE-033
2061,Liberty Mechanical Systems,LMS,PART-0990,601,delivered,2024-01-28,2024-02-22,SITE-072
2062,Lone Star Equipment Group,LSEG,PART-0656,624,shipped,2025-08-10,2025-08-30,SITE-019
2063,Atlas Ground Support,AGS,PART-0804,460,shipped,2023-05-01,2023-05-22,SITE-075
2064,Trident Marine Components,TMC,PART-0648,652,pending,2023-06-14,2023-06-21,SITE-048
2065,Mesa Tactical Manufacturing,MTM,PART-0527,439,shipped,2025-02-12,2025-03-09,SITE-046
2066,Blue Ridge Defense Manufacturing,BRDM,PART-0188,312,delivered,2024-05-04,2024-05-27,SITE-098
2067,Apex Defense Components,ADC,PART-0773,975,pending,2024-03-14,2024-03-30,SITE-084
2068,Compass Maritime Supply,CMS,PART-0143,300,pending,2025-03-13,2025-03-19,SITE-037
2069,Northstar Defense Supply,NDS,PART-0130,621,delivered,2026-01-24,2026-02-04,SITE-042
2070,Sterling Power Systems,SPS,PART-0599,874,pending,2025-01-05,2025-01-26,SITE-065
2071,Patriot Precision Parts,PPP,PART-0369,480,pending,2023-02-04,2023-03-04,SITE-006
2072,Summit Tactical Supply,STS,PART-0867,368,shipped,2025-04-11,2025-04-22,SITE-008
2073,Falcon Electronics Group,FEG,PART-0393,332,delivered,2024-09-26,2024-10-26,SITE-098
2074,Evergreen Field Support,EFS,PART-0150,735,shipped,2024-11-15,2024-11-21,SITE-017
2075,Northstar Defense Supply,NDS,PART-0172,87,pending,2026-06-09,2026-07-08,SITE-059
2076,Ranger Vehicle Parts,RVP,PART-0769,315,pending,2024-05-21,2024-05-27,SITE-042
2077,Summit Tactical Supply,STS,PART-0508,7,shipped,2026-01-07,2026-01-30,SITE-066
2078,Heritage Logistics Supply,HLS,PART-0073,748,pending,2024-02-05,2024-03-01,SITE-015
2079,Keystone Industrial Supply,KIS,PART-0256,364,shipped,2025-11-09,2025-11-29,SITE-077
2080,Heritage Logistics Supply,HLS,PART-0450,533,pending,2025-11-20,2025-12-06,SITE-035
2081,Evergreen Field Support,EFS,PART-0864,129,pending,2026-02-02,2026-02-11,SITE-038
2082,Compass Maritime Supply,CMS,PART-0725,5,pending,2024-11-23,2024-12-08,SITE-021
2083,Cascade Aerospace Systems,CAS,PART-0421,855,shipped,2025-08-17,2025-08-26,SITE-020
2084,Prairie Technical Components,PTC,PART-0237,406,pending,2023-10-05,2023-11-03,SITE-059
2085,Ironclad Industrial Systems,IIS,PART-0471,216,delivered,2025-07-03,2025-07-10,SITE-069
2086,Vector Aerospace Supply,VAS,PART-0585,329,shipped,2024-10-14,2024-10-22,SITE-099
2087,Cedar Valley Manufacturing,CVM,PART-0255,510,pending,2026-07-08,2026-07-20,SITE-057
2088,Compass Maritime Supply,CMS,PART-0591,384,shipped,2024-02-27,2024-03-05,SITE-025
2089,Atlas Ground Support,AGS,PART-0606,165,delivered,2023-01-04,2023-01-09,SITE-014
2090,Cedar Valley Manufacturing,CVM,PART-0365,761,pending,2026-02-05,2026-02-14,SITE-047
2091,Blue Ridge Defense Manufacturing,BRDM,PART-0619,488,shipped,2023-11-14,2023-12-08,SITE-054
2092,Patriot Precision Parts,PPP,PART-0978,561,shipped,2023-01-04,2023-01-14,SITE-035
2093,Compass Maritime Supply,CMS,PART-0035,577,shipped,2026-07-17,2026-08-08,SITE-062
2094,Falcon Electronics Group,FEG,PART-0801,686,pending,2026-02-06,2026-03-03,SITE-018
2095,Heritage Logistics Supply,HLS,PART-0254,469,pending,2025-08-26,2025-09-11,SITE-013
2096,Atlas Ground Support,AGS,PART-0195,541,pending,2026-02-08,2026-02-26,SITE-072
2097,Evergreen Field Support,EFS,PART-0392,554,delivered,2025-11-15,2025-12-13,SITE-011
2098,Patriot Precision Parts,PPP,PART-0125,850,delivered,2026-09-18,2026-10-12,SITE-065
2099,Harborline Industrial Supply,HIS,PART-0046,672,shipped,2026-09-03,2026-09-10,SITE-047
2100,Liberty Mechanical Systems,LMS,PART-0399,831,delivered,2026-06-13,2026-06-17,SITE-052
2101,Patriot Precision Parts,PPP,PART-0803,154,pending,2023-02-09,2023-03-11,SITE-028
2102,Heritage Logistics Supply,HLS,PART-0284,106,shipped,2025-09-10,2025-10-04,SITE-097
2103,Redstone Logistics Group,RLG,PART-0589,860,shipped,2025-07-17,2025-08-02,SITE-047
2104,Harborline Industrial Supply,HIS,PART-0959,498,shipped,2026-09-10,2026-09-18,SITE-074
2105,Summit Tactical Supply,STS,PART-0171,453,pending,2024-10-07,2024-11-05,SITE-064
2106,Keystone Industrial Supply,KIS,PART-0940,388,delivered,2026-11-27,2026-12-20,SITE-088
2107,Heritage Logistics Supply,HLS,PART-0566,172,delivered,2025-03-15,2025-03-31,SITE-027
2108,Lone Star Equipment Group,LSEG,PART-0077,199,delivered,2024-07-06,2024-08-05,SITE-059
2109,Vector Aerospace Supply,VAS,PART-0741,284,pending,2023-11-13,2023-11-22,SITE-009
2110,Northstar Defense Supply,NDS,PART-0196,786,delivered,2023-08-16,2023-08-23,SITE-001
2111,Patriot Precision Parts,PPP,PART-0128,739,delivered,2024-06-13,2024-06-19,SITE-027
2112,Vector Aerospace Supply,VAS,PART-0903,625,pending,2025-09-02,2025-09-21,SITE-057
2113,Sterling Power Systems,SPS,PART-0868,543,pending,2025-02-07,2025-02-22,SITE-059
2114,Compass Maritime Supply,CMS,PART-0043,963,pending,2025-06-19,2025-07-17,SITE-073
2115,Trident Marine Components,TMC,PART-0962,571,shipped,2024-11-20,2024-12-09,SITE-037
2116,Pinnacle Hydraulic Systems,PHS,PART-0605,309,shipped,2026-06-03,2026-06-17,SITE-040
2117,Lone Star Equipment Group,LSEG,PART-0758,316,shipped,2026-01-19,2026-01-25,SITE-013
2118,Apex Defense Components,ADC,PART-0938,612,delivered,2023-05-06,2023-05-28,SITE-041
2119,Ironclad Industrial Systems,IIS,PART-0790,497,pending,2023-06-08,2023-06-09,SITE-013
2120,Heritage Logistics Supply,HLS,PART-0118,878,pending,2024-09-23,2024-10-14,SITE-011
2121,Patriot Precision Parts,PPP,PART-0913,933,delivered,2024-05-13,2024-06-08,SITE-094
2122,Vector Aerospace Supply,VAS,PART-0312,58,pending,2023-09-17,2023-09-18,SITE-089
2123,Cedar Valley Manufacturing,CVM,PART-0639,102,shipped,2025-04-23,2025-04-24,SITE-017
2124,Liberty Mechanical Systems,LMS,PART-0764,965,delivered,2024-04-10,2024-05-02,SITE-034
2125,Redstone Logistics Group,RLG,PART-0194,713,pending,2026-11-18,2026-12-16,SITE-009
2126,Ironclad Industrial Systems,IIS,PART-0183,26,delivered,2023-12-27,2024-01-24,SITE-064
2127,Granite State Components,GSC,PART-0903,728,pending,2024-05-12,2024-05-19,SITE-001
2128,Falcon Electronics Group,FEG,PART-0302,17,delivered,2026-01-09,2026-01-27,SITE-043
2129,Northstar Defense Supply,NDS,PART-0754,193,delivered,2025-05-19,2025-06-03,SITE-060
2130,Vector Aerospace Supply,VAS,PART-0719,658,pending,2026-04-08,2026-05-07,SITE-017
2131,Cascade Aerospace Systems,CAS,PART-0559,576,delivered,2025-09-26,2025-10-16,SITE-085
2132,Patriot Precision Parts,PPP,PART-0542,444,delivered,2025-03-07,2025-03-14,SITE-078
2133,Gulf Coast Maintenance Parts,GCMP,PART-0877,482,shipped,2024-07-26,2024-08-10,SITE-092
2134,Harborline Industrial Supply,HIS,PART-0993,574,shipped,2023-03-10,2023-03-15,SITE-074
2135,Titan Mobility Systems,TMS,PART-0957,74,delivered,2023-05-22,2023-06-10,SITE-016
2136,Granite State Components,GSC,PART-0028,43,shipped,2023-08-22,2023-09-20,SITE-085
2137,Trident Marine Components,TMC,PART-0335,869,pending,2023-07-25,2023-08-04,SITE-086
2138,Redstone Logistics Group,RLG,PART-0210,82,shipped,2024-01-24,2024-02-02,SITE-018
2139,Evergreen Field Support,EFS,PART-0146,810,pending,2023-09-15,2023-10-10,SITE-017
2140,Summit Tactical Supply,STS,PART-0845,64,delivered,2024-08-05,2024-08-27,SITE-043
2141,Redstone Logistics Group,RLG,PART-0553,736,pending,2023-08-23,2023-09-16,SITE-048
2142,Evergreen Field Support,EFS,PART-0743,863,pending,2023-10-10,2023-11-06,SITE-009
2143,Harborline Industrial Supply,HIS,PART-0534,701,shipped,2023-07-28,2023-08-24,SITE-066
2144,Apex Defense Components,ADC,PART-0576,54,pending,2024-07-24,2024-07-31,SITE-022
2145,Frontier Aviation Components,FAC,PART-0165,344,delivered,2023-08-27,2023-09-13,SITE-036
2146,Apex Defense Components,ADC,PART-0530,817,delivered,2026-06-11,2026-07-07,SITE-032
2147,Granite State Components,GSC,PART-0793,373,pending,2023-12-09,2024-01-04,SITE-013
2148,Mesa Tactical Manufacturing,MTM,PART-0033,540,shipped,2023-02-11,2023-02-21,SITE-008
2149,Mesa Tactical Manufacturing,MTM,PART-0540,842,shipped,2025-04-12,2025-05-07,SITE-009
2150,Vector Aerospace Supply,VAS,PART-0369,796,delivered,2023-12-16,2024-01-06,SITE-013
2151,Sterling Power Systems,SPS,PART-0521,378,shipped,2024-01-03,2024-01-07,SITE-018
2152,Granite State Components,GSC,PART-0238,125,shipped,2025-09-20,2025-10-01,SITE-001
2153,Sterling Power Systems,SPS,PART-0438,53,shipped,2023-03-04,2023-03-27,SITE-082
2154,Apex Defense Components,ADC,PART-0585,365,shipped,2026-12-07,2026-12-17,SITE-026
2155,Prairie Technical Components,PTC,PART-0618,883,shipped,2024-02-26,2024-03-16,SITE-084
2156,Lone Star Equipment Group,LSEG,PART-0012,219,delivered,2025-06-22,2025-06-28,SITE-068
2157,Vector Aerospace Supply,VAS,PART-0520,197,delivered,2024-08-19,2024-09-13,SITE-061
2158,Ironclad Industrial Systems,IIS,PART-0365,97,delivered,2026-09-06,2026-10-02,SITE-010
2159,Summit Tactical Supply,STS,PART-0996,207,delivered,2026-10-19,2026-11-09,SITE-056
2160,Prairie Technical Components,PTC,PART-0573,986,pending,2026-05-03,2026-06-02,SITE-067
2161,Prairie Technical Components,PTC,PART-0114,242,shipped,2023-11-18,2023-12-02,SITE-016
2162,Blue Ridge Defense Manufacturing,BRDM,PART-0813,380,delivered,2026-03-13,2026-03-16,SITE-016
2163,Harborline Industrial Supply,HIS,PART-0131,11,shipped,2023-08-01,2023-08-13,SITE-095
2164,Ironclad Industrial Systems,IIS,PART-0427,117,pending,2023-02-03,2023-02-13,SITE-012
2165,Compass Maritime Supply,CMS,PART-0804,855,delivered,2024-08-11,2024-09-07,SITE-029
2166,Gulf Coast Maintenance Parts,GCMP,PART-0524,26,shipped,2026-01-09,2026-01-15,SITE-096
2167,Titan Mobility Systems,TMS,PART-0918,100,delivered,2023-08-08,2023-08-10,SITE-065
2168,Falcon Electronics Group,FEG,PART-0490,207,shipped,2026-02-23,2026-03-22,SITE-052
2169,Ironclad Industrial Systems,IIS,PART-0641,574,pending,2024-01-06,2024-01-29,SITE-013
2170,Prairie Technical Components,PTC,PART-0339,487,shipped,2025-04-18,2025-04-27,SITE-016
2171,Northstar Defense Supply,NDS,PART-0720,885,pending,2025-11-19,2025-11-26,SITE-057
2172,Vector Aerospace Supply,VAS,PART-0406,2,shipped,2024-12-08,2025-01-02,SITE-022
