inventory_id,site_id,part_id,quantity_on_hand,quantity_allocated,quantity_available,reorder_point,safety_stock,stockout_flag,below_reorder_point,below_safety_stock,days_of_supply,snapshot_date
680,SITE-092,PART-0706,144,1,143,86,74,False,False,False,5.7,2023-01-01
681,SITE-072,PART-0345,400,229,171,86,76,False,False,False,14.2,2023-11-10
682,SITE-049,PART-0071,360,170,190,64,53,False,False,False,9.0,2026-02-07
683,SITE-038,PART-0335,72,70,2,49,14,False,True,True,0.2,2023-07-15
684,SITE-047,PART-0379,494,191,303,35,32,False,False,False,43.3,2023-12-21
685,SITE-053,PART-0598,230,142,88,75,55,False,False,False,8.0,2025-10-06
686,SITE-054,PART-0266,216,166,50,58,39,False,True,False,8.3,2026-03-11
687,SITE-029,PART-0041,97,72,25,70,56,False,True,True,1.0,2026-10-25
688,SITE-098,PART-0078,2,2,0,32,25,True,True,True,0.0,2025-02-17
689,SITE-063,PART-0020,441,436,5,20,14,False,True,True,0.4,2025-03-27
690,SITE-053,PART-0352,127,8,119,67,36,False,False,False,17.0,2023-07-18
691,SITE-073,PART-0411,173,67,106,66,27,False,False,False,4.8,2026-11-03
692,SITE-054,PART-0937,24,16,8,34,10,False,True,True,0.7,2023-07-02
693,SITE-008,PART-0062,183,97,86,23,21,False,False,False,4.8,2023-01-24
694,SITE-074,PART-0444,344,140,204,63,57,False,False,False,9.7,2026-04-23
695,SITE-037,PART-0998,425,98,327,72,43,False,False,False,54.5,2024-04-05
696,SITE-088,PART-0977,143,25,118,87,32,False,False,False,9.8,2025-06-21
697,SITE-062,PART-0119,166,156,10,31,10,False,True,False,10.0,2026-04-02
698,SITE-008,PART-0973,184,96,88,42,37,False,False,False,17.6,2023-09-05
699,SITE-004,PART-0376,434,182,252,22,12,False,False,False,22.9,2023-11-08
700,SITE-016,PART-0455,402,330,72,40,36,False,False,False,72.0,2026-08-04
701,SITE-068,PART-0208,32,11,21,25,20,False,True,False,7.0,2025-01-14
702,SITE-027,PART-0563,489,384,105,50,13,False,False,False,15.0,2025-11-15
703,SITE-048,PART-0903,74,27,47,21,13,False,False,False,2.6,2024-03-23
704,SITE-016,PART-0116,391,370,21,38,23,False,True,True,1.2,2026-05-23
705,SITE-089,PART-0347,453,450,3,38,32,False,True,True,3.0,2023-09-04
706,SITE-100,PART-0123,91,39,52,84,24,False,True,False,3.5,2024-12-07
707,SITE-038,PART-0585,347,87,260,92,60,False,False,False,23.6,2026-11-19
708,SITE-053,PART-0084,194,189,5,62,11,False,True,True,5.0,2026-12-21
709,SITE-094,PART-0137,367,259,108,43,41,False,False,False,21.6,2025-10-21
710,SITE-074,PART-0026,24,6,18,94,26,False,True,True,3.0,2025-08-17
711,SITE-016,PART-0991,246,205,41,89,37,False,True,False,2.0,2024-04-28
712,SITE-083,PART-0838,436,118,318,42,38,False,False,False,63.6,2023-10-22
713,SITE-036,PART-0672,297,76,221,56,30,False,False,False,11.6,2026-05-10
714,SITE-091,PART-0625,310,255,55,72,67,False,True,True,11.0,2023-04-02
715,SITE-039,PART-0042,448,258,190,94,83,False,False,False,9.5,2026-07-04
716,SITE-084,PART-0536,318,191,127,88,56,False,False,False,6.0,2024-04-10
717,SITE-059,PART-0888,285,108,177,97,52,False,False,False,12.6,2023-04-16
718,SITE-098,PART-0754,89,52,37,61,60,False,True,True,1.6,2026-08-26
719,SITE-017,PART-0158,55,20,35,86,14,False,True,False,17.5,2024-08-28
720,SITE-048,PART-0054,180,142,38,22,15,False,False,False,2.4,2023-03-15
721,SITE-084,PART-0340,251,36,215,32,14,False,False,False,23.9,2025-11-01
722,SITE-060,PART-0100,228,21,207,63,57,False,False,False,12.9,2025-01-28
723,SITE-072,PART-0545,210,113,97,31,27,False,False,False,5.1,2023-12-18
724,SITE-031,PART-0054,23,3,20,96,53,False,True,True,0.8,2026-07-06
725,SITE-098,PART-0393,115,61,54,75,47,False,True,False,6.0,2026-10-08
726,SITE-077,PART-0864,473,317,156,34,10,False,False,False,12.0,2023-10-16
727,SITE-026,PART-0959,196,106,90,36,31,False,False,False,90.0,2025-01-03
728,SITE-079,PART-0445,317,255,62,58,27,False,False,False,2.7,2024-05-03
729,SITE-060,PART-0120,480,211,269,22,17,False,False,False,17.9,2024-11-18
730,SITE-006,PART-0963,378,231,147,52,10,False,False,False,8.2,2023-05-01
731,SITE-091,PART-0795,415,366,49,49,36,False,False,False,3.1,2024-03-19
732,SITE-042,PART-0990,328,111,217,65,13,False,False,False,54.2,2023-09-26
733,SITE-042,PART-0396,197,144,53,42,28,False,False,False,4.1,2025-08-20
734,SITE-090,PART-0693,420,195,225,36,22,False,False,False,17.3,2025-01-13
735,SITE-002,PART-0938,393,39,354,53,44,False,False,False,20.8,2024-09-21
736,SITE-090,PART-0058,71,67,4,39,27,False,True,True,0.3,2024-09-03
737,SITE-020,PART-0412,82,6,76,38,15,False,False,False,9.5,2024-08-21
738,SITE-007,PART-0256,495,286,209,73,50,False,False,False,10.4,2026-05-20
739,SITE-017,PART-0552,235,188,47,69,55,False,True,True,2.9,2026-04-18
740,SITE-065,PART-0650,3,3,0,31,26,True,True,True,0.0,2025-02-17
741,SITE-059,PART-0160,373,77,296,96,96,False,False,False,21.1,2026-03-21
742,SITE-073,PART-0717,245,89,156,40,26,False,False,False,22.3,2025-10-16
743,SITE-094,PART-0675,28,20,8,21,12,False,True,True,0.4,2024-01-06
744,SITE-097,PART-0836,243,89,154,27,27,False,False,False,154.0,2024-07-01
745,SITE-056,PART-0195,350,118,232,33,11,False,False,False,9.7,2026-02-28
746,SITE-048,PART-0808,114,80,34,71,50,False,True,True,17.0,2026-12-04
747,SITE-089,PART-0090,283,150,133,45,34,False,False,False,33.2,2023-04-12
748,SITE-045,PART-0058,286,105,181,92,83,False,False,False,10.6,2025-03-04
749,SITE-024,PART-0839,329,63,266,75,57,False,False,False,19.0,2026-08-26
750,SITE-012,PART-0713,333,97,236,82,28,False,False,False,59.0,2024-03-06
751,SITE-009,PART-0445,370,198,172,49,34,False,False,False,9.6,2025-12-12
752,SITE-072,PART-0672,482,331,151,76,30,False,False,False,11.6,2026-12-13
753,SITE-013,PART-0676,63,26,37,83,16,False,True,False,37.0,2024-01-10
754,SITE-066,PART-0833,180,54,126,34,22,False,False,False,5.2,2025-12-19
755,SITE-066,PART-0850,188,182,6,20,17,False,True,True,0.7,2025-02-28
756,SITE-008,PART-0596,86,67,19,99,43,False,True,True,3.2,2026-06-18
757,SITE-003,PART-0920,407,67,340,37,12,False,False,False,14.8,2024-05-16
758,SITE-010,PART-0785,11,5,6,87,37,False,True,True,0.3,2023-03-20
759,SITE-045,PART-0620,410,377,33,81,39,False,True,True,16.5,2025-12-06
760,SITE-083,PART-0671,229,60,169,75,46,False,False,False,56.3,2024-02-21
761,SITE-063,PART-0215,207,16,191,63,62,False,False,False,13.6,2026-12-08
762,SITE-021,PART-0135,401,243,158,29,15,False,False,False,19.8,2026-08-03
763,SITE-058,PART-0079,233,42,191,80,36,False,False,False,10.6,2026-09-21
764,SITE-088,PART-0575,368,91,277,97,52,False,False,False,21.3,2024-06-24
765,SITE-018,PART-0293,5,1,4,61,36,False,True,True,0.5,2025-06-02
766,SITE-059,PART-0490,323,320,3,69,27,False,True,True,0.1,2024-05-18
767,SITE-075,PART-0940,74,54,20,53,36,False,True,True,1.1,2026-03-02
768,SITE-009,PART-0689,161,118,43,66,41,False,True,False,4.3,2023-02-23
769,SITE-065,PART-0080,70,12,58,37,27,False,False,False,3.1,2025-01-09
770,SITE-080,PART-0564,482,407,75,48,21,False,False,False,25.0,2025-03-23
771,SITE-029,PART-0349,430,36,394,45,25,False,False,False,197.0,2025-02-12
772,SITE-041,PART-0336,170,95,75,26,21,False,False,False,5.4,2023-10-07
773,SITE-065,PART-0025,336,325,11,84,46,False,True,True,0.5,2025-12-24
774,SITE-015,PART-0785,276,272,4,88,56,False,True,True,0.2,2024-10-09
775,SITE-018,PART-0473,467,240,227,34,14,False,False,False,14.2,2024-12-15
776,SITE-079,PART-0768,452,81,371,87,45,False,False,False,53.0,2026-08-17
777,SITE-076,PART-0029,217,176,41,95,72,False,True,True,1.7,2023-11-09
778,SITE-032,PART-0859,214,55,159,84,37,False,False,False,14.5,2026-01-09
779,SITE-079,PART-0485,228,191,37,96,44,False,True,True,12.3,2025-10-24
780,SITE-077,PART-0039,33,10,23,78,14,False,True,False,1.0,2025-01-15
781,SITE-041,PART-0426,276,40,236,89,46,False,False,False,23.6,2023-12-05
782,SITE-059,PART-0470,149,113,36,93,49,False,True,True,4.0,2023-08-19
783,SITE-058,PART-0165,346,219,127,21,16,False,False,False,8.5,2023-11-18
784,SITE-087,PART-0007,260,66,194,71,48,False,False,False,48.5,2023-11-07
785,SITE-052,PART-0044,352,250,102,38,19,False,False,False,20.4,2026-11-21
786,SITE-047,PART-0836,58,54,4,90,10,False,True,True,0.3,2025-12-23
787,SITE-011,PART-1000,456,162,294,99,95,False,False,False,12.2,2024-01-27
788,SITE-051,PART-0992,439,210,229,63,21,False,False,False,17.6,2025-07-07
789,SITE-041,PART-0083,275,122,153,96,55,False,False,False,8.1,2023-08-22
790,SITE-099,PART-0386,486,218,268,28,11,False,False,False,24.4,2024-03-11
791,SITE-021,PART-0036,485,109,376,80,13,False,False,False,62.7,2026-06-24
792,SITE-013,PART-0831,433,358,75,39,10,False,False,False,12.5,2025-08-08
793,SITE-090,PART-0440,283,95,188,65,58,False,False,False,188.0,2024-09-24
794,SITE-016,PART-0851,137,36,101,33,27,False,False,False,4.2,2026-02-06
795,SITE-060,PART-0365,432,75,357,22,21,False,False,False,178.5,2023-08-12
796,SITE-092,PART-0208,26,4,22,66,13,False,True,False,1.6,2023-09-20
797,SITE-050,PART-0323,372,205,167,76,20,False,False,False,167.0,2024-01-14
798,SITE-021,PART-0050,492,342,150,26,14,False,False,False,16.7,2023-03-15
799,SITE-083,PART-0408,164,25,139,67,13,False,False,False,27.8,2024-11-01
800,SITE-040,PART-0322,16,3,13,63,55,False,True,True,0.9,2025-02-16
801,SITE-097,PART-0113,21,9,12,68,53,False,True,True,2.4,2023-01-04
802,SITE-032,PART-0129,293,84,209,90,85,False,False,False,29.9,2023-06-05
803,SITE-081,PART-0026,461,420,41,28,11,False,False,False,8.2,2023-08-21
804,SITE-014,PART-0703,10,4,6,98,30,False,True,True,0.8,2023-12-27
805,SITE-039,PART-0779,365,168,197,90,40,False,False,False,197.0,2024-02-25
806,SITE-008,PART-0372,337,168,169,84,72,False,False,False,42.2,2023-08-14
807,SITE-039,PART-0571,461,363,98,20,17,False,False,False,32.7,2024-09-20
808,SITE-036,PART-0451,127,25,102,98,70,False,False,False,4.4,2024-09-03
809,SITE-059,PART-0734,283,280,3,30,24,False,True,True,0.1,2023-09-05
810,SITE-098,PART-0682,69,4,65,45,30,False,False,False,8.1,2023-05-28
811,SITE-056,PART-0359,271,42,229,24,19,False,False,False,12.1,2024-02-05
812,SITE-032,PART-0836,383,309,74,46,31,False,False,False,3.9,2024-01-18
813,SITE-019,PART-0233,10,10,0,99,65,True,True,True,0.0,2023-09-11
814,SITE-084,PART-0540,298,137,161,60,39,False,False,False,6.7,2025-02-28
815,SITE-010,PART-0710,210,6,204,90,73,False,False,False,51.0,2026-03-02
816,SITE-017,PART-0690,195,119,76,38,16,False,False,False,9.5,2025-03-19
817,SITE-017,PART-0443,330,145,185,45,11,False,False,False,20.6,2025-06-15
818,SITE-010,PART-0737,240,63,177,55,18,False,False,False,8.4,2024-09-09
819,SITE-036,PART-0097,436,113,323,33,28,False,False,False,323.0,2024-09-14
820,SITE-005,PART-0434,214,108,106,87,85,False,False,False,4.2,2026-04-28
821,SITE-048,PART-0710,205,88,117,41,29,False,False,False,4.9,2026-02-10
822,SITE-094,PART-0924,228,169,59,48,20,False,False,False,3.3,2026-02-11
823,SITE-021,PART-0402,264,261,3,78,29,False,True,True,0.2,2025-01-01
824,SITE-025,PART-0890,128,9,119,54,15,False,False,False,7.9,2023-09-27
825,SITE-042,PART-0140,442,394,48,23,11,False,False,False,12.0,2024-10-03
826,SITE-068,PART-0795,298,226,72,54,39,False,False,False,5.1,2024-04-22
827,SITE-080,PART-0957,333,324,9,44,10,False,True,True,1.0,2024-05-24
828,SITE-003,PART-0478,150,79,71,35,35,False,False,False,4.2,2025-11-13
829,SITE-015,PART-0882,94,88,6,89,12,False,True,True,2.0,2024-06-18
830,SITE-063,PART-0253,34,4,30,97,85,False,True,True,1.8,2023-06-24
831,SITE-080,PART-0725,500,267,233,27,19,False,False,False,23.3,2026-04-23
832,SITE-094,PART-0742,26,22,4,36,24,False,True,True,0.7,2025-03-11
833,SITE-005,PART-0017,66,42,24,63,41,False,True,True,1.7,2026-12-24
834,SITE-022,PART-0161,146,48,98,65,49,False,False,False,24.5,2025-06-08
835,SITE-032,PART-0872,404,168,236,40,26,False,False,False,47.2,2023-09-19
836,SITE-009,PART-0280,174,103,71,63,42,False,False,False,4.4,2026-04-07
837,SITE-096,PART-0038,361,228,133,93,44,False,False,False,44.3,2023-03-17
838,SITE-024,PART-0150,376,147,229,41,20,False,False,False,22.9,2026-01-16
839,SITE-030,PART-0776,152,54,98,92,88,False,False,False,12.2,2023-03-22
840,SITE-060,PART-0236,262,103,159,61,34,False,False,False,17.7,2024-10-11
841,SITE-033,PART-0052,216,17,199,92,33,False,False,False,33.2,2025-01-27
842,SITE-018,PART-0318,426,204,222,74,22,False,False,False,9.7,2026-09-25
843,SITE-100,PART-0563,249,93,156,28,19,False,False,False,6.8,2024-06-13
844,SITE-032,PART-0668,371,41,330,34,24,False,False,False,18.3,2023-08-08
845,SITE-038,PART-0880,464,245,219,41,36,False,False,False,12.9,2023-10-26
846,SITE-099,PART-0646,430,243,187,62,17,False,False,False,7.5,2023-03-28
847,SITE-097,PART-0818,24,10,14,42,34,False,True,True,0.9,2024-03-23
848,SITE-021,PART-0366,455,255,200,36,14,False,False,False,8.0,2023-02-24
849,SITE-041,PART-0443,287,1,286,27,20,False,False,False,47.7,2023-12-27
850,SITE-047,PART-0427,199,115,84,61,26,False,False,False,5.2,2024-02-28
851,SITE-028,PART-0813,172,152,20,82,82,False,True,True,1.0,2023-11-24
852,SITE-005,PART-0714,88,65,23,34,11,False,True,False,3.8,2024-05-21
853,SITE-060,PART-0068,244,23,221,80,67,False,False,False,9.6,2026-12-18
854,SITE-076,PART-0051,160,153,7,37,25,False,True,True,0.9,2023-10-01
855,SITE-057,PART-0860,482,411,71,68,48,False,False,False,8.9,2023-01-11
856,SITE-066,PART-0643,467,70,397,39,28,False,False,False,22.1,2026-06-24
857,SITE-011,PART-0938,61,42,19,83,28,False,True,True,9.5,2025-10-13
858,SITE-091,PART-0489,185,167,18,48,46,False,True,True,1.1,2024-12-24
859,SITE-015,PART-0951,345,310,35,70,69,False,True,True,1.9,2024-12-06
860,SITE-063,PART-0009,72,54,18,32,17,False,True,False,1.0,2024-01-27
861,SITE-084,PART-0170,8,7,1,47,14,False,True,True,0.1,2026-12-28
862,SITE-081,PART-0605,455,114,341,38,12,False,False,False,13.6,2026-09-24
863,SITE-059,PART-0641,70,15,55,86,75,False,True,True,3.7,2026-01-13
864,SITE-030,PART-0106,209,73,136,46,33,False,False,False,12.4,2023-02-07
865,SITE-095,PART-0114,211,25,186,44,38,False,False,False,23.2,2025-03-25
866,SITE-036,PART-0689,290,174,116,58,23,False,False,False,9.7,2023-05-04
867,SITE-001,PART-0344,433,182,251,69,18,False,False,False,35.9,2024-05-05
868,SITE-017,PART-0936,479,36,443,96,71,False,False,False,443.0,2023-03-24
869,SITE-091,PART-0828,43,6,37,92,37,False,True,False,3.7,2025-03-26
870,SITE-098,PART-0237,166,8,158,69,57,False,False,False,7.5,2026-11-02
871,SITE-031,PART-0040,110,81,29,54,28,False,True,False,9.7,2025-01-28
872,SITE-077,PART-0313,17,9,8,77,28,False,True,True,0.3,2025-03-26
873,SITE-091,PART-0655,130,74,56,82,39,False,True,False,3.3,2023-02-14
874,SITE-011,PART-0005,289,77,212,32,29,False,False,False,30.3,2025-08-03
875,SITE-092,PART-0523,52,34,18,39,23,False,True,True,0.8,2025-10-25
876,SITE-068,PART-0879,376,69,307,67,41,False,False,False,25.6,2024-10-17
877,SITE-090,PART-0136,234,148,86,97,70,False,True,False,4.3,2025-07-24
878,SITE-079,PART-0691,254,214,40,89,49,False,True,True,13.3,2024-03-19
879,SITE-071,PART-0998,265,250,15,99,20,False,True,True,0.8,2025-07-11
880,SITE-069,PART-0865,52,22,30,70,65,False,True,True,2.3,2025-03-04
881,SITE-020,PART-0378,387,258,129,43,20,False,False,False,7.6,2023-07-16
882,SITE-049,PART-0539,324,32,292,23,14,False,False,False,13.3,2024-09-07
883,SITE-015,PART-0394,421,188,233,57,28,False,False,False,12.9,2023-03-16
884,SITE-011,PART-0303,42,35,7,47,19,False,True,True,1.4,2025-03-12
885,SITE-063,PART-0897,397,13,384,35,29,False,False,False,18.3,2024-11-22
886,SITE-051,PART-0674,10,6,4,86,32,False,True,True,0.3,2024-10-26
887,SITE-020,PART-0854,85,0,85,44,37,False,False,False,5.7,2024-06-20
888,SITE-012,PART-0591,261,75,186,100,76,False,False,False,13.3,2026-02-20
889,SITE-018,PART-0837,53,10,43,20,12,False,False,False,8.6,2024-02-09
890,SITE-057,PART-0872,47,6,41,32,24,False,False,False,3.7,2024-02-26
891,SITE-050,PART-0141,474,171,303,44,31,False,False,False,15.9,2026-07-18
892,SITE-031,PART-0250,72,56,16,22,18,False,True,True,0.8,2023-02-02
893,SITE-071,PART-0129,17,7,10,100,85,False,True,True,0.9,2023-07-02
894,SITE-041,PART-0877,253,134,119,85,57,False,False,False,9.2,2026-09-26
895,SITE-076,PART-0924,311,100,211,95,63,False,False,False,52.8,2024-04-05
896,SITE-052,PART-0994,387,274,113,84,10,False,False,False,37.7,2023-05-20
897,SITE-035,PART-0333,129,82,47,67,34,False,True,False,2.2,2025-02-08
898,SITE-029,PART-0484,334,271,63,49,29,False,False,False,3.0,2023-11-18
899,SITE-039,PART-0909,358,126,232,71,48,False,False,False,77.3,2023-01-19
900,SITE-059,PART-0200,199,169,30,22,19,False,False,False,3.3,2023-10-25
901,SITE-042,PART-0873,338,299,39,72,15,False,True,False,2.4,2024-02-08
902,SITE-050,PART-0702,260,133,127,64,34,False,False,False,8.5,2023-08-04
903,SITE-057,PART-0290,312,13,299,86,30,False,False,False,13.0,2025-01-10
904,SITE-046,PART-0931,123,54,69,53,24,False,False,False,6.3,2023-02-13
905,SITE-080,PART-0908,90,6,84,52,17,False,False,False,42.0,2026-02-11
906,SITE-049,PART-0331,14,2,12,25,25,False,True,True,0.8,2024-05-25
907,SITE-096,PART-0043,444,276,168,94,51,False,False,False,84.0,2025-08-06
908,SITE-046,PART-0016,255,42,213,47,11,False,False,False,26.6,2023-03-24
909,SITE-069,PART-0173,184,171,13,37,12,False,True,False,3.2,2026-05-21
910,SITE-024,PART-0317,252,75,177,65,30,False,False,False,7.7,2026-12-18
911,SITE-004,PART-0933,291,113,178,78,52,False,False,False,8.9,2025-05-15
912,SITE-055,PART-0983,121,65,56,47,12,False,False,False,11.2,2026-10-14
913,SITE-033,PART-0947,28,5,23,59,27,False,True,True,1.0,2023-08-05
914,SITE-098,PART-0701,369,18,351,49,32,False,False,False,43.9,2024-03-19
915,SITE-081,PART-0175,66,13,53,72,25,False,True,False,53.0,2025-10-13
916,SITE-067,PART-0755,17,6,11,75,47,False,True,True,0.4,2023-03-26
917,SITE-081,PART-0463,376,219,157,62,25,False,False,False,9.8,2026-07-10
918,SITE-083,PART-0997,288,264,24,97,34,False,True,True,1.3,2026-11-01
919,SITE-064,PART-0646,224,155,69,97,11,False,True,False,3.6,2024-05-24
920,SITE-074,PART-0475,232,89,143,45,13,False,False,False,6.0,2023-06-02
921,SITE-001,PART-0260,112,83,29,32,24,False,True,False,4.1,2023-05-04
922,SITE-079,PART-0988,132,108,24,79,42,False,True,True,2.4,2024-12-14
923,SITE-078,PART-0070,180,161,19,50,32,False,True,True,6.3,2023-04-03
924,SITE-100,PART-0624,303,2,301,88,35,False,False,False,13.7,2023-03-08
925,SITE-031,PART-0960,455,183,272,89,69,False,False,False,15.1,2025-11-08
926,SITE-077,PART-0070,57,1,56,51,49,False,False,False,4.3,2026-01-10
927,SITE-085,PART-0807,54,22,32,93,90,False,True,True,3.6,2026-03-10
928,SITE-013,PART-0278,320,114,206,33,16,False,False,False,12.9,2026-10-03
929,SITE-019,PART-0158,324,113,211,73,36,False,False,False,211.0,2023-03-17
930,SITE-043,PART-0062,88,46,42,92,65,False,True,True,14.0,2025-10-12
931,SITE-043,PART-0471,95,1,94,38,28,False,False,False,11.8,2026-12-24
932,SITE-074,PART-0569,233,113,120,59,42,False,False,False,4.8,2024-01-18
933,SITE-028,PART-0956,463,155,308,64,60,False,False,False,51.3,2026-07-20
934,SITE-054,PART-0728,35,23,12,63,54,False,True,True,12.0,2026-12-03
935,SITE-052,PART-0478,9,0,9,49,38,False,True,True,4.5,2026-03-03
936,SITE-059,PART-0032,210,206,4,75,46,False,True,True,1.0,2023-02-05
937,SITE-085,PART-0433,91,72,19,88,41,False,True,True,3.2,2025-08-07
938,SITE-041,PART-0986,476,112,364,20,19,False,False,False,40.4,2023-12-21
939,SITE-074,PART-0367,251,229,22,29,25,False,True,True,1.7,2026-06-08
940,SITE-089,PART-0400,83,36,47,60,48,False,True,True,9.4,2024-04-22
941,SITE-039,PART-0524,376,100,276,89,78,False,False,False,18.4,2023-07-02
942,SITE-023,PART-0010,456,417,39,21,12,False,False,False,3.2,2026-11-05
943,SITE-098,PART-0546,427,258,169,73,18,False,False,False,42.2,2023-10-10
944,SITE-027,PART-0020,206,12,194,88,16,False,False,False,10.2,2024-09-01
945,SITE-009,PART-0611,145,25,120,25,20,False,False,False,12.0,2024-02-08
946,SITE-064,PART-0524,365,326,39,63,35,False,True,False,39.0,2026-06-02
947,SITE-015,PART-0992,341,232,109,72,29,False,False,False,10.9,2024-01-25
948,SITE-015,PART-0674,474,265,209,61,55,False,False,False,11.0,2026-01-23
949,SITE-081,PART-0122,136,120,16,60,52,False,True,True,1.1,2024-01-23
950,SITE-027,PART-0668,44,25,19,98,88,False,True,True,0.8,2025-09-08
951,SITE-009,PART-0665,301,33,268,55,29,False,False,False,24.4,2025-07-18
952,SITE-003,PART-0959,424,263,161,100,61,False,False,False,6.4,2026-02-13
953,SITE-073,PART-0428,30,20,10,44,20,False,True,True,3.3,2026-06-08
954,SITE-024,PART-0891,282,145,137,49,11,False,False,False,137.0,2024-05-14
955,SITE-086,PART-0803,275,6,269,69,43,False,False,False,14.9,2025-10-26
956,SITE-010,PART-0296,109,36,73,63,61,False,False,False,4.6,2026-02-20
957,SITE-047,PART-0194,475,210,265,57,13,False,False,False,37.9,2025-07-19
958,SITE-078,PART-0987,263,186,77,38,27,False,False,False,5.5,2026-10-21
959,SITE-064,PART-0667,202,59,143,58,33,False,False,False,6.0,2025-02-24
960,SITE-053,PART-0482,309,181,128,55,15,False,False,False,10.7,2026-01-12
961,SITE-010,PART-0081,394,309,85,78,68,False,False,False,21.2,2024-10-11
962,SITE-015,PART-0330,355,349,6,84,75,False,True,True,0.3,2024-11-27
963,SITE-096,PART-0633,174,107,67,92,72,False,True,True,3.7,2024-01-25
964,SITE-026,PART-0283,284,12,272,47,18,False,False,False,10.9,2023-11-26
965,SITE-017,PART-0606,145,23,122,82,72,False,False,False,40.7,2025-02-13
966,SITE-068,PART-0689,186,131,55,93,88,False,True,True,2.5,2026-04-18
967,SITE-035,PART-0814,496,68,428,28,15,False,False,False,32.9,2025-01-18
968,SITE-039,PART-0624,423,41,382,31,12,False,False,False,29.4,2024-08-25
969,SITE-007,PART-0967,428,291,137,90,12,False,False,False,137.0,2025-04-02
970,SITE-049,PART-0710,119,60,59,34,23,False,False,False,2.5,2023-06-07
971,SITE-072,PART-0382,374,121,253,23,22,False,False,False,28.1,2023-01-05
972,SITE-044,PART-0323,171,49,122,20,15,False,False,False,4.9,2023-01-13
973,SITE-013,PART-0134,219,4,215,95,11,False,False,False,10.2,2025-02-21
974,SITE-077,PART-0651,279,61,218,21,16,False,False,False,13.6,2024-05-11
975,SITE-090,PART-0195,446,217,229,80,24,False,False,False,10.0,2025-07-21
976,SITE-099,PART-0886,225,141,84,23,22,False,False,False,4.0,2025-10-17
977,SITE-013,PART-0023,253,247,6,72,32,False,True,True,2.0,2025-03-24
978,SITE-100,PART-0952,407,129,278,71,51,False,False,False,139.0,2023-08-07
979,SITE-014,PART-0276,351,238,113,44,22,False,False,False,5.1,2026-02-14
980,SITE-094,PART-0094,373,294,79,33,33,False,False,False,4.0,2025-12-28
981,SITE-054,PART-0125,37,18,19,67,64,False,True,True,1.5,2025-01-13
982,SITE-064,PART-0808,70,3,67,86,79,False,True,True,3.2,2024-09-28
983,SITE-054,PART-0055,196,38,158,53,37,False,False,False,158.0,2026-04-06
984,SITE-049,PART-0515,176,160,16,32,11,False,True,False,5.3,2026-10-08
985,SITE-046,PART-0332,0,0,0,37,14,True,True,True,0.0,2024-05-12
986,SITE-076,PART-0627,16,1,15,74,16,False,True,True,0.9,2025-02-28
987,SITE-014,PART-0986,252,169,83,45,29,False,False,False,20.8,2023-10-02
988,SITE-088,PART-0341,429,385,44,94,39,False,True,False,4.9,2025-12-20
989,SITE-098,PART-0272,208,169,39,54,41,False,True,True,1.9,2024-11-21
990,SITE-069,PART-0079,258,21,237,77,64,False,False,False,13.9,2023-10-07
991,SITE-003,PART-0004,472,397,75,55,41,False,False,False,10.7,2023-05-07
992,SITE-090,PART-0697,362,104,258,93,24,False,False,False,258.0,2023-12-06
993,SITE-072,PART-0954,294,2,292,47,17,False,False,False,11.7,2023-07-04
994,SITE-042,PART-0050,354,340,14,72,66,False,True,True,1.1,2025-11-19
995,SITE-053,PART-0128,483,478,5,75,55,False,True,True,0.3,2024-03-11
996,SITE-062,PART-0761,306,120,186,100,67,False,False,False,18.6,2024-06-04
997,SITE-020,PART-0273,386,283,103,81,52,False,False,False,14.7,2023-07-12
998,SITE-028,PART-0836,48,21,27,84,66,False,True,True,1.3,2024-10-15
999,SITE-044,PART-0332,361,300,61,41,27,False,False,False,4.1,2026-10-04
1000,SITE-043,PART-0341,102,5,97,75,53,False,False,False,16.2,2024-03-13
1001,SITE-078,PART-0326,400,282,118,40,33,False,False,False,5.4,2026-06-10
1002,SITE-035,PART-0089,365,265,100,37,33,False,False,False,4.5,2026-12-05
1003,SITE-040,PART-0728,454,200,254,81,64,False,False,False,36.3,2026-07-20
1004,SITE-050,PART-0266,69,64,5,35,13,False,True,True,1.0,2024-06-09
1005,SITE-096,PART-0639,108,72,36,44,30,False,True,False,5.1,2024-12-02
1006,SITE-037,PART-0791,193,75,118,65,57,False,False,False,6.2,2025-04-05
1007,SITE-099,PART-0891,252,162,90,72,57,False,False,False,10.0,2026-08-12
1008,SITE-083,PART-0794,318,286,32,77,32,False,True,False,2.9,2025-03-08
1009,SITE-097,PART-0354,355,76,279,85,35,False,False,False,69.8,2025-06-14
1010,SITE-007,PART-0857,310,96,214,47,16,False,False,False,23.8,2024-01-12
1011,SITE-055,PART-0262,84,74,10,98,40,False,True,True,0.5,2024-03-22
1012,SITE-089,PART-0572,53,0,53,54,29,False,True,False,6.6,2025-09-22
1013,SITE-081,PART-0988,55,43,12,50,14,False,True,True,0.5,2025-10-14
1014,SITE-026,PART-0111,166,137,29,60,12,False,True,False,1.2,2024-02-04
1015,SITE-018,PART-0050,50,15,35,40,32,False,True,False,1.6,2025-07-10
1016,SITE-038,PART-0052,71,4,67,50,44,False,False,False,22.3,2026-08-13
1017,SITE-022,PART-0017,148,129,19,61,25,False,True,True,0.9,2024-05-18
